    #theta              beta_x             alpha_x              beta_y             alpha_y
     37.92275000         1.339329474        -1.153964519         3.881719657         1.017453630
     38.00850000         1.355701132        -1.182026913         3.867151310         1.061116030
     38.09425000         1.372500665        -1.211533408         3.851932934         1.107035802
     38.18000000         1.389749654        -1.242559325         3.836031267         1.155224913
     38.22250000         1.398471521        -1.258458652         3.827888221         1.179777446
     38.26500000         1.407311669        -1.274750267         3.819566386         1.204865881
     38.30750000         1.416271711        -1.291094841         3.811065140         1.229555971
     38.35000000         1.425354038        -1.308057722         3.802381861         1.255356048
     38.39250000         1.434561189        -1.325117665         3.793513618         1.280850770
     38.43500000         1.443895753        -1.342812971         3.784457499         1.307451116
     38.47750000         1.453360116        -1.360549058         3.775211209         1.333574583
     38.52000000         1.462955886        -1.378702093         3.765774591         1.360195860
     38.56250000         1.472686293        -1.397363718         3.756143354         1.387525814
     38.60500000         1.482553078        -1.416019470         3.746317133         1.414239788
     38.64750000         1.492557405        -1.435025593         3.736297052         1.441241636
     38.69000000         1.502700471        -1.454036867         3.726084134         1.467663105
     38.73250000         1.512985021        -1.473846133         3.715675582         1.495464167
     38.77500000         1.523413726        -1.493641112         3.705068837         1.522626798
     38.81750000         1.533986682        -1.513508766         3.694267653         1.549377247
     38.86000000         1.544704689        -1.533567438         3.683273982         1.576009348
     38.90250000         1.555567962        -1.553536141         3.672091092         1.601863418
     38.94500000         1.566577702        -1.573983458         3.660719822         1.628293307
     38.98750000         1.577735046        -1.594324944         3.649161096         1.653932699
     39.03000000         1.589040358        -1.614933155         3.637417561         1.679661877
     39.07250000         1.600494025        -1.635446768         3.625491671         1.704665402
     39.11500000         1.612095088        -1.655850413         3.613388798         1.728936511
     39.15750000         1.623842870        -1.676245929         3.601113460         1.752731398
     39.20000000         1.635736359        -1.696440112         3.588670713         1.775648727
     39.24250000         1.647774813        -1.716709599         3.576064796         1.798326604
     39.28500000         1.659957216        -1.736703627         3.563300316         1.820030798
     39.32750000         1.672281148        -1.756380957         3.550384648         1.840715809
     39.37000000         1.684744021        -1.775738914         3.537325208         1.860420569
     39.41250000         1.697343124        -1.794749554         3.524129336         1.879132022
     39.45500000         1.710075129        -1.813269550         3.510805314         1.896601037
     39.49750000         1.722936617        -1.831419859         3.497361245         1.913128912
     39.54000000         1.735922192        -1.848519853         3.483808856         1.927392257
     39.58250000         1.749026313        -1.865213036         3.470159721         1.940754804
     39.62500000         1.762244544        -1.881167683         3.456422740         1.952612596
     39.66750000         1.775571658        -1.896493551         3.442607967         1.963241918
     39.71000000         1.789003051        -1.911257792         3.428723816         1.972830546
     39.75250000         1.802529345        -1.924034189         3.414787461         1.978707520
     39.79500000         1.816141158        -1.936247947         3.400815550         1.983676270
     39.83750000         1.829832299        -1.947372403         3.386818129         1.986806842
     39.88000000         1.843596758        -1.957985680         3.372804507         1.989231634
     40.01707317         1.888363070        -1.982429996         3.327694815         1.981411434
     40.15414634         1.933527386        -1.997130718         3.282959748         1.960460913
     40.29121951         1.978808365        -1.997415813         3.238976490         1.919927044
     40.42829268         2.023942099        -1.989311037         3.196062901         1.871095567
     40.56536585         2.068736548        -1.972839854         3.154399660         1.814569501
     40.70243902         2.113016407        -1.949266849         3.114131593         1.752710803
     40.83951220         2.156647743        -1.920838907         3.075335677         1.689022327
     40.97658537         2.199540144        -1.889046722         3.038024925         1.625597590
     41.11365854         2.241613580        -1.853244702         3.002199213         1.561496112
     41.25073171         2.282796159        -1.814759966         2.967849883         1.498390487
     41.38780488         2.323026546        -1.773156251         2.934957207         1.435602324
     41.52487805         2.362244028        -1.728904430         2.903503712         1.373613009
     41.66195122         2.400395267        -1.682170382         2.873465612         1.312519703
     41.79902439         2.437429414        -1.632997366         2.844819099         1.252245569
     41.93609756         2.473299128        -1.581648152         2.817539321         1.192978723
     42.07317073         2.507957465        -1.527888065         2.791603914         1.134330259
     42.21024390         2.541355341        -1.471757512         2.766995755         1.076237050
     42.34731707         2.573446426        -1.413462672         2.743697354         1.018813083
